"X","antibiotic","sign","value","phenotype","measurement","organism","platform","standard","database","id","organism_name","sign_value","mic_value","old_phenotype"
82867,"ampicillin",">=","32","R","mg/L","Escherichia coli strain URMC_107","","CLSI","BV BRC","GCA_004569875.1","Escherichia coli",">=32",32,"R"
82907,"ampicillin",">=","32","R","mg/L","Escherichia coli strain URMC_9","","CLSI","BV BRC","GCA_004566405.1","Escherichia coli",">=32",32,"R"
83043,"ampicillin","==","128","R","mg/L","Escherichia coli strain 15062645","","EUCAST","BV BRC","ERR2209745","Escherichia coli","==128",128,"R"
83073,"ampicillin",">=","32","R","mg/L","Escherichia coli strain URMC_105","","CLSI","BV BRC","GCA_004569165.1","Escherichia coli",">=32",32,"R"
83140,"ampicillin",">=","32","R","mg/L","Escherichia coli strain M46","VITEK 2","CLSI","BV BRC","SRR3618621","Escherichia coli",">=32",32,"R"
83254,"ampicillin",">","32","R","mg/L","Escherichia coli strain MUGSI_313","","CLSI","BV BRC","SRR4065643","Escherichia coli",">32",64,"R"
83282,"ampicillin",">=","32","R","mg/L","Escherichia coli strain 197","VITEK 2","CLSI","BV BRC","SRR4245481","Escherichia coli",">=32",32,"R"
83285,"ampicillin",">=","32","R","mg/L","Escherichia coli strain URMC_51","","CLSI","BV BRC","GCA_004567045.1","Escherichia coli",">=32",32,"R"
83326,"ampicillin",">=","32","R","mg/L","Escherichia coli strain M12","VITEK 2","CLSI","BV BRC","SRR2544770","Escherichia coli",">=32",32,"R"
83337,"ampicillin",">=","32","R","mg/L","Escherichia coli strain 78","","CLSI","BV BRC","SRR2976836","Escherichia coli",">=32",32,"R"
83459,"ampicillin",">=","32","R","mg/L","Escherichia coli strain 253","VITEK 2","CLSI","BV BRC","SRR4294841","Escherichia coli",">=32",32,"R"
83482,"ampicillin",">=","32","R","mg/L","Escherichia coli strain M1","VITEK 2","CLSI","BV BRC","SRR2449036","Escherichia coli",">=32",32,"R"
83539,"ampicillin",">=","32","R","mg/L","Escherichia coli strain 412","VITEK 2","CLSI","BV BRC","SRR5420065","Escherichia coli",">=32",32,"R"
83588,"ampicillin",">=","32","R","mg/L","Escherichia coli strain URMC_95","","CLSI","BV BRC","GCA_004567355.1","Escherichia coli",">=32",32,"R"
83596,"ampicillin",">","32","R","mg/L","Escherichia coli strain AR_0151","","CLSI","BV BRC","GCA_002180215.1","Escherichia coli",">32",64,"R"
83622,"ampicillin",">=","32","R","mg/L","Escherichia coli strain M40","VITEK 2","CLSI","BV BRC","SRR3618632","Escherichia coli",">=32",32,"R"
83624,"ampicillin",">=","32","R","mg/L","Escherichia coli strain 199","VITEK 2","CLSI","BV BRC","SRR4245483","Escherichia coli",">=32",32,"R"
83665,"ampicillin",">=","32","R","mg/L","Escherichia coli strain 259","VITEK 2","CLSI","BV BRC","SRR5120209","Escherichia coli",">=32",32,"R"
83675,"ampicillin",">=","32","R","mg/L","Escherichia coli strain URMC_18","","CLSI","BV BRC","GCA_000773435.1","Escherichia coli",">=32",32,"R"
83684,"ampicillin",">=","32","R","mg/L","Escherichia coli strain M10","VITEK 2","CLSI","BV BRC","SRR2449248","Escherichia coli",">=32",32,"R"
83733,"ampicillin","==","64","R","mg/L","Escherichia coli strain 14065450","","EUCAST","BV BRC","ERR2209630","Escherichia coli","==64",64,"R"
83808,"ampicillin",">=","32","R","mg/L","Escherichia coli strain URMC_56","","CLSI","BV BRC","GCA_004566965.1","Escherichia coli",">=32",32,"R"
83820,"ampicillin",">","32","R","mg/L","Escherichia coli strain MUGSI_154","","CLSI","BV BRC","SRR4065662","Escherichia coli",">32",64,"R"
83844,"ampicillin",">","32","R","mg/L","Escherichia coli strain MUGSI_247","","CLSI","BV BRC","SRR4017888","Escherichia coli",">32",64,"R"
83851,"ampicillin",">=","32","R","mg/L","Escherichia coli strain URMC_81","","CLSI","BV BRC","GCA_004566555.1","Escherichia coli",">=32",32,"R"
83940,"ampicillin",">=","32","R","mg/L","Escherichia coli strain 287","VITEK 2","CLSI","BV BRC","SRR5093679","Escherichia coli",">=32",32,"R"
83965,"ampicillin","==","64","R","mg/L","Escherichia coli strain 14060900","","EUCAST","BV BRC","ERR2209642","Escherichia coli","==64",64,"R"
83974,"ampicillin",">","32","R","mg/L","Escherichia coli strain MUGSI_14","","CLSI","BV BRC","SRR3982153","Escherichia coli",">32",64,"R"
83981,"ampicillin","==","128","R","mg/L","Escherichia coli strain 15078696","","EUCAST","BV BRC","ERR2209393","Escherichia coli","==128",128,"R"
84079,"ampicillin","==","64","R","mg/L","Escherichia coli strain 14053473","","EUCAST","BV BRC","ERR2209641","Escherichia coli","==64",64,"R"
84088,"ampicillin",">","32","R","mg/L","Escherichia coli strain MUGSI_292","","CLSI","BV BRC","SRR3996259","Escherichia coli",">32",64,"R"
84100,"ampicillin",">=","32","R","mg/L","Escherichia coli strain M20","VITEK 2","CLSI","BV BRC","SRR2544778","Escherichia coli",">=32",32,"R"
84175,"ampicillin",">=","32","R","mg/L","Escherichia coli strain 467","VITEK 2","CLSI","BV BRC","SRR5862468","Escherichia coli",">=32",32,"R"
84202,"ampicillin",">","32","R","mg/L","Escherichia coli strain MUGSI_245","","CLSI","BV BRC","SRR4017886","Escherichia coli",">32",64,"R"
84237,"ampicillin",">=","32","R","mg/L","Escherichia coli strain 221","VITEK 2","CLSI","BV BRC","SRR3932425","Escherichia coli",">=32",32,"R"
84266,"ampicillin",">=","32","R","mg/L","Escherichia coli strain 367","VITEK 2","CLSI","BV BRC","SRR5445919","Escherichia coli",">=32",32,"R"
84279,"ampicillin",">=","32","R","mg/L","Escherichia coli strain 100","VITEK 2","CLSI","BV BRC","SRR2449254","Escherichia coli",">=32",32,"R"
84331,"ampicillin",">","32","R","mg/L","Escherichia coli strain MUGSI_90","","CLSI","BV BRC","SRR4017896","Escherichia coli",">32",64,"R"
84332,"ampicillin",">=","32","R","mg/L","Escherichia coli strain URMC_77","","CLSI","BV BRC","GCA_004566665.1","Escherichia coli",">=32",32,"R"
84341,"ampicillin",">=","32","R","mg/L","Escherichia coli strain M52","VITEK 2","CLSI","BV BRC","SRR3932428","Escherichia coli",">=32",32,"R"
84348,"ampicillin","==","8","S","mg/L","Escherichia coli strain ENV190","","eucast","BV BRC","ERR2580154","Escherichia coli","==8",8,"S"
84397,"ampicillin",">=","32","R","mg/L","Escherichia coli strain M15","VITEK 2","CLSI","BV BRC","SRR2544773","Escherichia coli",">=32",32,"R"
84423,"ampicillin",">","32","R","mg/L","Escherichia coli strain AR_0086","","CLSI","BV BRC","GCA_003571665.1","Escherichia coli",">32",64,"R"
84434,"ampicillin",">=","32","R","mg/L","Escherichia coli strain 202","VITEK 2","CLSI","BV BRC","SRR4245486","Escherichia coli",">=32",32,"R"
84438,"ampicillin",">=","32","R","mg/L","Escherichia coli strain URMC_84","","CLSI","BV BRC","GCA_004566545.1","Escherichia coli",">=32",32,"R"
84458,"ampicillin",">","32","R","mg/L","Escherichia coli strain AR_0149","","CLSI","BV BRC","GCA_002180055.1","Escherichia coli",">32",64,"R"
84468,"ampicillin",">=","32","R","mg/L","Escherichia coli strain 319","VITEK 2","CLSI","BV BRC","SRR5806879","Escherichia coli",">=32",32,"R"
84501,"ampicillin",">=","32","R","mg/L","Escherichia coli strain 108","VITEK 2","CLSI","BV BRC","SRR2544780","Escherichia coli",">=32",32,"R"
84523,"ampicillin",">=","32","R","mg/L","Escherichia coli strain 281","VITEK 2","CLSI","BV BRC","SRR5120235","Escherichia coli",">=32",32,"R"
84559,"ampicillin","==","128","R","mg/L","Escherichia coli strain 14066715","","EUCAST","BV BRC","ERR2209727","Escherichia coli","==128",128,"R"
84588,"ampicillin",">=","32","R","mg/L","Escherichia coli strain URMC_80","","CLSI","BV BRC","GCA_004567415.1","Escherichia coli",">=32",32,"R"
84594,"ampicillin",">","32","R","mg/L","Escherichia coli strain FDA-CDC-AR_0020","","CLSI","BV BRC","SRR4025843","Escherichia coli",">32",64,"R"
84665,"ampicillin",">","32","R","mg/L","Escherichia coli strain MUGSI_81","","CLSI","BV BRC","SRR4017832","Escherichia coli",">32",64,"R"
84701,"ampicillin",">=","32","R","mg/L","Escherichia coli strain URMC_66","","CLSI","BV BRC","GCA_004567505.1","Escherichia coli",">=32",32,"R"
84712,"ampicillin",">","32","R","mg/L","Escherichia coli OSUCMP42NDM","Sensititre","CLSI","BV BRC","GCA_020985225.1","Escherichia coli",">32",64,"R"
84719,"ampicillin",">","32","R","mg/L","Escherichia coli strain AR_0374","","CLSI","BV BRC","GCA_002999075.1","Escherichia coli",">32",64,"R"
84759,"ampicillin",">","32","R","mg/L","Escherichia coli strain AR_0128","","CLSI","BV BRC","GCA_002180275.1","Escherichia coli",">32",64,"R"
84764,"ampicillin",">","32","R","mg/L","Escherichia coli strain MUGSI_93","","CLSI","BV BRC","SRR4017889","Escherichia coli",">32",64,"R"
84775,"ampicillin",">=","32","R","mg/L","Escherichia coli strain M9","VITEK 2","CLSI","BV BRC","SRR2449204","Escherichia coli",">=32",32,"R"
84801,"ampicillin","==","4","S","mg/L","Escherichia coli strain ENV727","","eucast","BV BRC","ERR2580171","Escherichia coli","==4",4,"S"
84850,"ampicillin",">=","32","R","mg/L","Escherichia coli USDA-ARS-USMARC-51688","Sensititre","CLSI","BV BRC","GCA_025200615.1","Escherichia coli",">=32",32,"R"
84872,"ampicillin",">","32","R","mg/L","Escherichia coli strain AR_0048","","CLSI","BV BRC","GCF_001874845.1","Escherichia coli",">32",64,"R"
84990,"ampicillin","==","8","S","mg/L","Escherichia coli strain ENV228","","eucast","BV BRC","ERR2580158","Escherichia coli","==8",8,"S"
85016,"ampicillin",">=","32","R","mg/L","Escherichia coli strain URMC_33","","CLSI","BV BRC","GCA_004567725.1","Escherichia coli",">=32",32,"R"
85107,"ampicillin",">=","32","R","mg/L","Escherichia coli strain 325","VITEK 2","CLSI","BV BRC","SRR5237402","Escherichia coli",">=32",32,"R"
85110,"ampicillin",">=","32","R","mg/L","Escherichia coli strain 317","VITEK 2","CLSI","BV BRC","SRR5806875","Escherichia coli",">=32",32,"R"
85121,"ampicillin",">","32","R","mg/L","Escherichia coli strain AR_0149","","CLSI","BV BRC","GCA_002180095.1","Escherichia coli",">32",64,"R"
85132,"ampicillin",">=","32","R","mg/L","Escherichia coli strain URMC_74","","CLSI","BV BRC","GCA_004566675.1","Escherichia coli",">=32",32,"R"
85140,"ampicillin",">=","32","R","mg/L","Escherichia coli strain M42","VITEK 2","CLSI","BV BRC","SRR3618634","Escherichia coli",">=32",32,"R"
85151,"ampicillin",">=","32","R","mg/L","Escherichia coli strain 316","VITEK 2","CLSI","BV BRC","SRR5806876","Escherichia coli",">=32",32,"R"
85269,"ampicillin",">=","32","R","mg/L","Escherichia coli strain M43","VITEK 2","CLSI","BV BRC","SRR3618619","Escherichia coli",">=32",32,"R"
85338,"ampicillin",">=","32","R","mg/L","Escherichia coli strain M49","VITEK 2","CLSI","BV BRC","SRR3932427","Escherichia coli",">=32",32,"R"
85356,"ampicillin",">=","32","R","mg/L","Escherichia coli strain 207","VITEK 2","CLSI","BV BRC","SRR3618617","Escherichia coli",">=32",32,"R"
85425,"ampicillin",">","32","R","mg/L","Escherichia coli strain MUGSI_258","","CLSI","BV BRC","SRR4035122","Escherichia coli",">32",64,"R"
85441,"ampicillin",">","64","R","mg/L","Escherichia coli strain AR_0114","","CLSI","BV BRC","GCA_002192275.1","Escherichia coli",">64",128,"R"
85462,"ampicillin",">=","32","R","mg/L","Escherichia coli strain M22","VITEK 2","CLSI","BV BRC","SRR2927304","Escherichia coli",">=32",32,"R"
85488,"ampicillin",">=","32","R","mg/L","Escherichia coli strain 263","VITEK 2","CLSI","BV BRC","SRR5120222","Escherichia coli",">=32",32,"R"
85490,"ampicillin",">=","32","R","mg/L","Escherichia coli strain M24","VITEK 2","CLSI","BV BRC","SRR2927305","Escherichia coli",">=32",32,"R"
85506,"ampicillin",">","32","R","mg/L","Escherichia coli strain MUGSI_226","","CLSI","BV BRC","SRR4017926","Escherichia coli",">32",64,"R"
85511,"ampicillin",">","32","R","mg/L","Escherichia coli strain MUGSI_301","","CLSI","BV BRC","SRR4017839","Escherichia coli",">32",64,"R"
85553,"ampicillin","==","8","S","mg/L","Escherichia coli strain ENV235","","eucast","BV BRC","ERR2580160","Escherichia coli","==8",8,"S"
85563,"ampicillin",">=","32","R","mg/L","Escherichia coli strain URMC_28","","CLSI","BV BRC","GCA_004567755.1","Escherichia coli",">=32",32,"R"
85622,"ampicillin",">=","32","R","mg/L","Escherichia coli strain M26","VITEK 2","CLSI","BV BRC","SRR2927307","Escherichia coli",">=32",32,"R"
85674,"ampicillin",">","32","R","mg/L","Escherichia coli strain MUGSI_134","","CLSI","BV BRC","SRR4017853","Escherichia coli",">32",64,"R"
85680,"ampicillin","==","64","R","mg/L","Escherichia coli strain 14077295","","EUCAST","BV BRC","ERR2209631","Escherichia coli","==64",64,"R"
85716,"ampicillin",">=","32","R","mg/L","Escherichia coli strain 368","VITEK 2","CLSI","BV BRC","SRR5445918","Escherichia coli",">=32",32,"R"
85751,"ampicillin",">=","32","R","mg/L","Escherichia coli strain 198","VITEK 2","CLSI","BV BRC","SRR4245482","Escherichia coli",">=32",32,"R"
85823,"ampicillin",">","32","R","mg/L","Escherichia coli strain AR_0067","","CLSI","BV BRC","GCA_003571785.1","Escherichia coli",">32",64,"R"
85846,"ampicillin",">=","32","R","mg/L","Escherichia coli strain M44","VITEK 2","CLSI","BV BRC","SRR3932421","Escherichia coli",">=32",32,"R"
85938,"ampicillin",">=","32","R","mg/L","Escherichia coli strain 148","VITEK 2","CLSI","BV BRC","SRR3290089","Escherichia coli",">=32",32,"R"
86002,"ampicillin",">=","32","R","mg/L","Escherichia coli strain URMC_91","","CLSI","BV BRC","GCA_004567375.1","Escherichia coli",">=32",32,"R"
86044,"ampicillin",">","32","R","mg/L","Escherichia coli strain MUGSI_212","","CLSI","BV BRC","SRR4069214","Escherichia coli",">32",64,"R"
86073,"ampicillin",">","32","R","mg/L","Escherichia coli strain MUGSI_25","","CLSI","BV BRC","SRR3982376","Escherichia coli",">32",64,"R"
86101,"ampicillin",">=","32","R","mg/L","Escherichia coli strain URMC_88","","CLSI","BV BRC","GCA_004566475.1","Escherichia coli",">=32",32,"R"
86150,"ampicillin",">=","32","R","mg/L","Escherichia coli strain 139","VITEK 2","CLSI","BV BRC","SRR3057119","Escherichia coli",">=32",32,"R"
86153,"ampicillin",">=","32","R","mg/L","Escherichia coli strain M14","VITEK 2","CLSI","BV BRC","SRR2544772","Escherichia coli",">=32",32,"R"
86155,"ampicillin",">=","32","R","mg/L","Escherichia coli strain M25","VITEK 2","CLSI","BV BRC","SRR2927306","Escherichia coli",">=32",32,"R"
86157,"ampicillin",">=","32","R","mg/L","Escherichia coli strain URMC_1","","CLSI","BV BRC","GCA_000768405.1","Escherichia coli",">=32",32,"R"
86165,"ampicillin",">=","32","R","mg/L","Escherichia coli strain M53","VITEK 2","CLSI","BV BRC","SRR3932429","Escherichia coli",">=32",32,"R"
86170,"ampicillin",">=","32","R","mg/L","Escherichia coli strain 258","VITEK 2","CLSI","BV BRC","SRR5120214","Escherichia coli",">=32",32,"R"
86174,"ampicillin",">=","32","R","mg/L","Escherichia coli strain M23","VITEK 2","CLSI","BV BRC","SRR3057126","Escherichia coli",">=32",32,"R"
86201,"ampicillin",">=","32","R","mg/L","Escherichia coli strain 406","VITEK 2","CLSI","BV BRC","SRR5810511","Escherichia coli",">=32",32,"R"
86261,"ampicillin",">=","32","R","mg/L","Escherichia coli strain 318","VITEK 2","CLSI","BV BRC","SRR5806880","Escherichia coli",">=32",32,"R"
86329,"ampicillin","==","128","R","mg/L","Escherichia coli strain 15056393","","EUCAST","BV BRC","ERR2209736","Escherichia coli","==128",128,"R"
86351,"ampicillin",">=","32","R","mg/L","Escherichia coli strain URMC_48","","CLSI","BV BRC","GCA_004567075.1","Escherichia coli",">=32",32,"R"
86444,"ampicillin",">=","32","R","mg/L","Escherichia coli strain 241","VITEK 2","CLSI","BV BRC","SRR4294837","Escherichia coli",">=32",32,"R"
86480,"ampicillin",">=","32","R","mg/L","Escherichia coli strain URMC_65","","CLSI","BV BRC","GCA_004566795.1","Escherichia coli",">=32",32,"R"
86484,"ampicillin",">=","32","R","mg/L","Escherichia coli strain F1-8-ERB4","VITEK 2","EUCAST","BV BRC","GCF_900092915.1","Escherichia coli",">=32",32,"R"
86527,"ampicillin",">=","32","R","mg/L","Escherichia coli strain URMC_58","","CLSI","BV BRC","GCA_004567585.1","Escherichia coli",">=32",32,"R"
86533,"ampicillin",">=","32","R","mg/L","Escherichia coli strain 103","VITEK 2","CLSI","BV BRC","GCA_004564175.1","Escherichia coli",">=32",32,"R"
86537,"ampicillin",">=","32","R","mg/L","Escherichia coli strain M34","VITEK 2","CLSI","BV BRC","SRR3345832","Escherichia coli",">=32",32,"R"
86582,"ampicillin","==","128","R","mg/L","Escherichia coli strain 14040376","","EUCAST","BV BRC","ERR2209710","Escherichia coli","==128",128,"R"
86616,"ampicillin",">=","32","R","mg/L","Escherichia coli strain URMC_10","","CLSI","BV BRC","GCA_004568935.1","Escherichia coli",">=32",32,"R"
86618,"ampicillin",">=","32","R","mg/L","Escherichia coli strain URMC_108","","CLSI","BV BRC","GCA_004569695.1","Escherichia coli",">=32",32,"R"
86658,"ampicillin",">=","32","R","mg/L","Escherichia coli strain URMC_8","","CLSI","BV BRC","GCA_004566575.1","Escherichia coli",">=32",32,"R"
86706,"ampicillin","==","128","R","mg/L","Escherichia coli strain 14054555","","EUCAST","BV BRC","ERR2209728","Escherichia coli","==128",128,"R"
86747,"ampicillin",">","32","R","mg/L","Escherichia coli strain MUGSI_55","","CLSI","BV BRC","SRR3996244","Escherichia coli",">32",64,"R"
86807,"ampicillin",">=","32","R","mg/L","Escherichia coli strain 134","VITEK 2","CLSI","BV BRC","SRR3057131","Escherichia coli",">=32",32,"R"
86897,"ampicillin",">=","32","R","mg/L","Escherichia coli strain M6","VITEK 2","CLSI","BV BRC","SRR2449142","Escherichia coli",">=32",32,"R"
87015,"ampicillin",">","32","R","mg/L","Escherichia coli strain AR434","","CLSI","BV BRC","GCA_003073955.1","Escherichia coli",">32",64,"R"
87094,"ampicillin",">","32","R","mg/L","Escherichia coli strain MUGSI_44","","CLSI","BV BRC","SRR3987130","Escherichia coli",">32",64,"R"
87130,"ampicillin","<","4","S","mg/L","Escherichia coli strain MUGSI_242","","CLSI","BV BRC","SRR4017903","Escherichia coli","<4",2,"S"
87171,"ampicillin",">=","32","R","mg/L","Escherichia coli strain URMC_40","","CLSI","BV BRC","GCA_004567115.1","Escherichia coli",">=32",32,"R"
87252,"ampicillin",">=","32","R","mg/L","Escherichia coli strain URMC_46","","CLSI","BV BRC","GCA_004567595.1","Escherichia coli",">=32",32,"R"
87260,"ampicillin","==","128","R","mg/L","Escherichia coli strain 14069546","","EUCAST","BV BRC","ERR2209726","Escherichia coli","==128",128,"R"
87296,"ampicillin",">","32","R","mg/L","Escherichia coli strain MUGSI_164","","CLSI","BV BRC","SRR4065704","Escherichia coli",">32",64,"R"
87334,"ampicillin",">=","32","R","mg/L","Escherichia coli strain URMC_36","","CLSI","BV BRC","GCA_004567715.1","Escherichia coli",">=32",32,"R"
87506,"ampicillin",">=","32","R","mg/L","Escherichia coli strain 482","VITEK 2","CLSI","BV BRC","SRR5901135","Escherichia coli",">=32",32,"R"
87542,"ampicillin",">=","32","R","mg/L","Escherichia coli strain M29","VITEK 2","CLSI","BV BRC","SRR3345827","Escherichia coli",">=32",32,"R"
87571,"ampicillin",">=","32","R","mg/L","Escherichia coli strain 149","VITEK 2","CLSI","BV BRC","SRR3290090","Escherichia coli",">=32",32,"R"
87608,"ampicillin",">=","32","R","mg/L","Escherichia coli strain 137","VITEK 2","CLSI","BV BRC","SRR3057134","Escherichia coli",">=32",32,"R"
