"X","antibiotic","sign","value","phenotype","measurement","organism","platform","standard","database","id","organism_name","sign_value","mic_value","old_phenotype"
81059,"cefotaxime",">","64","R","mg/L","Escherichia coli strain MUGSI_287","","CLSI","BV BRC","SRR3996243","Escherichia coli",">64",128,"R"
81068,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0836","VITEK 2","EUCAST","BV BRC","ERR2138021","Escherichia coli","<=1",1,"S"
81082,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1571","VITEK 2","EUCAST","BV BRC","GCF_001606365.1","Escherichia coli","<=1",1,"S"
81087,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1640","VITEK 2","EUCAST","BV BRC","ERR2138734","Escherichia coli","<=1",1,"S"
81097,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1151","VITEK 2","EUCAST","BV BRC","ERR2138277","Escherichia coli","<=1",1,"S"
81110,"cefotaxime",">=","64","R","mg/L","Escherichia coli VRES1152","VITEK 2","EUCAST","BV BRC","ERR1878294","Escherichia coli",">=64",64,"R"
81111,"cefotaxime",">=","64","R","mg/L","Escherichia coli VRES0700","VITEK 2","EUCAST","BV BRC","ERR1878177","Escherichia coli",">=64",64,"R"
81117,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1112","VITEK 2","EUCAST","BV BRC","ERR2138230","Escherichia coli","<=1",1,"S"
81160,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1055","VITEK 2","EUCAST","BV BRC","ERR2138185","Escherichia coli","<=1",1,"S"
81208,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1195","VITEK 2","EUCAST","BV BRC","ERR2138683","Escherichia coli","<=1",1,"S"
81232,"cefotaxime","==","4","R","mg/L","Escherichia coli VRES1096","VITEK 2","EUCAST","BV BRC","ERR1878280","Escherichia coli","==4",4,"R"
81239,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0736","VITEK 2","EUCAST","BV BRC","ERR2137919","Escherichia coli","<=1",1,"S"
81240,"cefotaxime","==","16","R","mg/L","Escherichia coli VREC1385","VITEK 2","EUCAST","BV BRC","ERR2138451","Escherichia coli","==16",16,"R"
81246,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1052","VITEK 2","EUCAST","BV BRC","ERR2138248","Escherichia coli","<=1",1,"S"
81267,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1200","VITEK 2","EUCAST","BV BRC","ERR2138314","Escherichia coli","<=1",1,"S"
81280,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0815","VITEK 2","EUCAST","BV BRC","ERR2137984","Escherichia coli","<=1",1,"S"
81284,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1180","VITEK 2","EUCAST","BV BRC","ERR2138301","Escherichia coli","<=1",1,"S"
81286,"cefotaxime","==","8","R","mg/L","Escherichia coli VRES0950","VITEK 2","EUCAST","BV BRC","ERR1878246","Escherichia coli","==8",8,"R"
81294,"cefotaxime",">=","64","R","mg/L","Escherichia coli VRES1426","VITEK 2","EUCAST","BV BRC","ERR1878375","Escherichia coli",">=64",64,"R"
81319,"cefotaxime","==","8","R","mg/L","Escherichia coli strain 15051805","","EUCAST","BV BRC","ERR2209744","Escherichia coli","==8",8,"R"
81331,"cefotaxime","==","8","R","mg/L","Escherichia coli VRES0699","VITEK 2","EUCAST","BV BRC","ERR1878176","Escherichia coli","==8",8,"R"
81336,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1285","VITEK 2","EUCAST","BV BRC","ERR2138375","Escherichia coli","<=1",1,"S"
81339,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1293","VITEK 2","EUCAST","BV BRC","ERR2138378","Escherichia coli","<=1",1,"S"
81358,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0865","VITEK 2","EUCAST","BV BRC","ERR2138032","Escherichia coli","<=1",1,"S"
81369,"cefotaxime","<","0.5","S","mg/L","Escherichia coli strain MUGSI_242","","CLSI","BV BRC","SRR4017903","Escherichia coli","<0.5",0.25,"S"
81371,"cefotaxime",">=","64","R","mg/L","Escherichia coli VREC1428","VITEK 2","EUCAST","BV BRC","ERR2138475","Escherichia coli",">=64",64,"R"
81378,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0779","VITEK 2","EUCAST","BV BRC","ERR2397677","Escherichia coli","<=1",1,"S"
81406,"cefotaxime",">=","64","R","mg/L","Escherichia coli VRES0780","VITEK 2","EUCAST","BV BRC","ERR1878207","Escherichia coli",">=64",64,"R"
81412,"cefotaxime",">","32","R","mg/L","Escherichia coli strain MUGSI_280","","CLSI","BV BRC","SRR3982377","Escherichia coli",">32",64,"R"
81457,"cefotaxime",">=","64","R","mg/L","Escherichia coli VREC1233","VITEK 2","EUCAST","BV BRC","ERR2138688","Escherichia coli",">=64",64,"R"
81467,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1181","VITEK 2","EUCAST","BV BRC","ERR2138302","Escherichia coli","<=1",1,"S"
81472,"cefotaxime",">","64","R","mg/L","Escherichia coli strain AR_0061","","CLSI","BV BRC","GCA_002056065.1","Escherichia coli",">64",128,"R"
81477,"cefotaxime","<=","0.5","S","mg/L","Escherichia coli strain ENV222","","eucast","BV BRC","ERR2580156","Escherichia coli","<=0.5",0.5,"S"
81479,"cefotaxime","==","8","R","mg/L","Escherichia coli strain 15056393","","EUCAST","BV BRC","ERR2209736","Escherichia coli","==8",8,"R"
81486,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0852","VITEK 2","EUCAST","BV BRC","ERR2138009","Escherichia coli","<=1",1,"S"
81488,"cefotaxime",">","128","R","mg/L","Escherichia coli strain 81009","","EUCAST","BV BRC","GCA_002157245.1","Escherichia coli",">128",256,"R"
81494,"cefotaxime",">","64","R","mg/L","Escherichia coli strain MUGSI_106","","CLSI","BV BRC","SRR4017899","Escherichia coli",">64",128,"R"
81500,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1582","VITEK 2","EUCAST","BV BRC","ERR2138612","Escherichia coli","<=1",1,"S"
81509,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1323","VITEK 2","EUCAST","BV BRC","ERR2138401","Escherichia coli","<=1",1,"S"
81515,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0707","VITEK 2","EUCAST","BV BRC","ERR2137937","Escherichia coli","<=1",1,"S"
81519,"cefotaxime",">=","64","R","mg/L","Escherichia coli VREC1065","VITEK 2","EUCAST","BV BRC","ERR2138193","Escherichia coli",">=64",64,"R"
81525,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1460","VITEK 2","EUCAST","BV BRC","ERR2138493","Escherichia coli","<=1",1,"S"
81574,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1213","VITEK 2","EUCAST","BV BRC","ERR2138686","Escherichia coli","<=1",1,"S"
81588,"cefotaxime",">=","64","R","mg/L","Escherichia coli VRES1103","VITEK 2","EUCAST","BV BRC","ERR1878463","Escherichia coli",">=64",64,"R"
81604,"cefotaxime",">=","64","R","mg/L","Escherichia coli VRES1435","VITEK 2","EUCAST","BV BRC","ERR1878349","Escherichia coli",">=64",64,"R"
81610,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1596","VITEK 2","EUCAST","BV BRC","ERR2138625","Escherichia coli","<=1",1,"S"
81621,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1516","VITEK 2","EUCAST","BV BRC","ERR2138533","Escherichia coli","<=1",1,"S"
81644,"cefotaxime","==","4","R","mg/L","Escherichia coli VREC1002","VITEK 2","EUCAST","BV BRC","ERR2138181","Escherichia coli","==4",4,"R"
81648,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1602","VITEK 2","EUCAST","BV BRC","ERR2138630","Escherichia coli","<=1",1,"S"
81650,"cefotaxime",">=","64","R","mg/L","Escherichia coli VRES0746","VITEK 2","EUCAST","BV BRC","ERR1878202","Escherichia coli",">=64",64,"R"
81683,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0931","VITEK 2","EUCAST","BV BRC","ERR2146817","Escherichia coli","<=1",1,"S"
81685,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1549","VITEK 2","EUCAST","BV BRC","ERR2138544","Escherichia coli","<=1",1,"S"
81698,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1420","VITEK 2","EUCAST","BV BRC","ERR2138470","Escherichia coli","<=1",1,"S"
81700,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0805","VITEK 2","EUCAST","BV BRC","ERR2137979","Escherichia coli","<=1",1,"S"
81705,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1509","VITEK 2","EUCAST","BV BRC","ERR2146845","Escherichia coli","<=1",1,"S"
81725,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0995","VITEK 2","EUCAST","BV BRC","ERR2138132","Escherichia coli","<=1",1,"S"
81726,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1513","VITEK 2","EUCAST","BV BRC","GCF_001601655.1","Escherichia coli","<=1",1,"S"
81746,"cefotaxime",">","64","R","mg/L","Escherichia coli strain AR434","","CLSI","BV BRC","GCA_003073955.1","Escherichia coli",">64",128,"R"
81762,"cefotaxime",">","64","R","mg/L","Escherichia coli strain AR_0048","","CLSI","BV BRC","GCF_001874845.1","Escherichia coli",">64",128,"R"
81779,"cefotaxime","==","8","R","mg/L","Escherichia coli VRES0693","VITEK 2","EUCAST","BV BRC","ERR1878170","Escherichia coli","==8",8,"R"
81788,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0652","VITEK 2","EUCAST","BV BRC","ERR2146841","Escherichia coli","<=1",1,"S"
81808,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1118","VITEK 2","EUCAST","BV BRC","ERR2138235","Escherichia coli","<=1",1,"S"
81819,"cefotaxime",">","64","R","mg/L","Escherichia coli strain MUGSI_255","","CLSI","BV BRC","SRR4035117","Escherichia coli",">64",128,"R"
81837,"cefotaxime","==","16","R","mg/L","Escherichia coli VRES1489","VITEK 2","EUCAST","BV BRC","ERR1878387","Escherichia coli","==16",16,"R"
81849,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1477","VITEK 2","EUCAST","BV BRC","ERR2138702","Escherichia coli","<=1",1,"S"
81851,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0945","VITEK 2","EUCAST","BV BRC","ERR2138091","Escherichia coli","<=1",1,"S"
81858,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1216","VITEK 2","EUCAST","BV BRC","ERR2138323","Escherichia coli","<=1",1,"S"
81916,"cefotaxime",">","16","R","mg/L","Escherichia coli strain MUGSI_162","","CLSI","BV BRC","SRR4065703","Escherichia coli",">16",32,"R"
81919,"cefotaxime","==","8","R","mg/L","Escherichia coli VRES0691","VITEK 2","EUCAST","BV BRC","ERR1878168","Escherichia coli","==8",8,"R"
81930,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0833","VITEK 2","EUCAST","BV BRC","ERR2138020","Escherichia coli","<=1",1,"S"
81964,"cefotaxime","==","8","R","mg/L","Escherichia coli VRES0838","VITEK 2","EUCAST","BV BRC","ERR1878221","Escherichia coli","==8",8,"R"
81966,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1316","VITEK 2","EUCAST","BV BRC","ERR2138399","Escherichia coli","<=1",1,"S"
81982,"cefotaxime","==","8","R","mg/L","Escherichia coli VRES0989","VITEK 2","EUCAST","BV BRC","ERR1878261","Escherichia coli","==8",8,"R"
81992,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1629","VITEK 2","EUCAST","BV BRC","ERR2146842","Escherichia coli","<=1",1,"S"
81996,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0675","VITEK 2","EUCAST","BV BRC","ERR2137879","Escherichia coli","<=1",1,"S"
82021,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0665","VITEK 2","EUCAST","BV BRC","ERR2137871","Escherichia coli","<=1",1,"S"
82060,"cefotaxime",">=","64","R","mg/L","Escherichia coli VRES1472","VITEK 2","EUCAST","BV BRC","ERR1878459","Escherichia coli",">=64",64,"R"
82081,"cefotaxime",">","128","R","mg/L","Escherichia coli strain AR_0055","","CLSI","BV BRC","GCA_002202175.1","Escherichia coli",">128",256,"R"
82134,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0758","VITEK 2","EUCAST","BV BRC","ERR2138011","Escherichia coli","<=1",1,"S"
82142,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0674","VITEK 2","EUCAST","BV BRC","ERR2137878","Escherichia coli","<=1",1,"S"
82156,"cefotaxime","==","16","R","mg/L","Escherichia coli VRES0858","VITEK 2","EUCAST","BV BRC","ERR1878225","Escherichia coli","==16",16,"R"
82164,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0676","VITEK 2","EUCAST","BV BRC","ERR2137880","Escherichia coli","<=1",1,"S"
82181,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0858","VITEK 2","EUCAST","BV BRC","ERR2138028","Escherichia coli","<=1",1,"S"
82205,"cefotaxime","==","4","R","mg/L","Escherichia coli strain 14043377","","EUCAST","BV BRC","ERR2209634","Escherichia coli","==4",4,"R"
82216,"cefotaxime","==","16","R","mg/L","Escherichia coli VREC0909","VITEK 2","EUCAST","BV BRC","ERR2138066","Escherichia coli","==16",16,"R"
82219,"cefotaxime","==","16","R","mg/L","Escherichia coli VREC1300","VITEK 2","EUCAST","BV BRC","ERR2138383","Escherichia coli","==16",16,"R"
82222,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1113","VITEK 2","EUCAST","BV BRC","ERR2138231","Escherichia coli","<=1",1,"S"
82226,"cefotaxime","==","0.25","S","mg/L","Escherichia coli strain 14091902","","EUCAST","BV BRC","ERR2209713","Escherichia coli","==0.25",0.25,"S"
82239,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0767","VITEK 2","EUCAST","BV BRC","ERR2137953","Escherichia coli","<=1",1,"S"
82265,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0667","VITEK 2","EUCAST","BV BRC","ERR2137873","Escherichia coli","<=1",1,"S"
82273,"cefotaxime","==","8","R","mg/L","Escherichia coli VREC0874","VITEK 2","EUCAST","BV BRC","ERR2138039","Escherichia coli","==8",8,"R"
82274,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0842","VITEK 2","EUCAST","BV BRC","ERR2138001","Escherichia coli","<=1",1,"S"
82294,"cefotaxime",">=","64","R","mg/L","Escherichia coli VRES1038","VITEK 2","EUCAST","BV BRC","ERR1878267","Escherichia coli",">=64",64,"R"
82334,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0673","VITEK 2","EUCAST","BV BRC","ERR2137934","Escherichia coli","<=1",1,"S"
82337,"cefotaxime",">","64","R","mg/L","Escherichia coli strain MUGSI_212","","CLSI","BV BRC","SRR4069214","Escherichia coli",">64",128,"R"
82339,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1353","VITEK 2","EUCAST","BV BRC","ERR2138428","Escherichia coli","<=1",1,"S"
82353,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1196","VITEK 2","EUCAST","BV BRC","ERR2138600","Escherichia coli","<=1",1,"S"
82356,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1617","VITEK 2","EUCAST","BV BRC","ERR2138654","Escherichia coli","<=1",1,"S"
82386,"cefotaxime",">=","64","R","mg/L","Escherichia coli VRES1502","VITEK 2","EUCAST","BV BRC","ERR1878400","Escherichia coli",">=64",64,"R"
82418,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0853","VITEK 2","EUCAST","BV BRC","ERR2138580","Escherichia coli","<=1",1,"S"
82436,"cefotaxime","==","8","R","mg/L","Escherichia coli VRES1379","VITEK 2","EUCAST","BV BRC","ERR1878337","Escherichia coli","==8",8,"R"
82447,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1264","VITEK 2","EUCAST","BV BRC","ERR2138356","Escherichia coli","<=1",1,"S"
82451,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1345","VITEK 2","EUCAST","BV BRC","ERR2138604","Escherichia coli","<=1",1,"S"
82487,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1071","VITEK 2","EUCAST","BV BRC","ERR2138594","Escherichia coli","<=1",1,"S"
82489,"cefotaxime",">=","64","R","mg/L","Escherichia coli VRES1102","VITEK 2","EUCAST","BV BRC","ERR1878285","Escherichia coli",">=64",64,"R"
82504,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1279","VITEK 2","EUCAST","BV BRC","ERR2138370","Escherichia coli","<=1",1,"S"
82507,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1597","VITEK 2","EUCAST","BV BRC","ERR2138626","Escherichia coli","<=1",1,"S"
82516,"cefotaxime","==","0.25","S","mg/L","Escherichia coli strain 14073256","","EUCAST","BV BRC","ERR2209708","Escherichia coli","==0.25",0.25,"S"
82522,"cefotaxime","==","8","R","mg/L","Escherichia coli VREC0873","VITEK 2","EUCAST","BV BRC","ERR2138038","Escherichia coli","==8",8,"R"
82530,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1379","VITEK 2","EUCAST","BV BRC","ERR2138448","Escherichia coli","<=1",1,"S"
82541,"cefotaxime","<","0.5","S","mg/L","Escherichia coli strain MUGSI_243","","CLSI","BV BRC","SRR4017904","Escherichia coli","<0.5",0.25,"S"
82542,"cefotaxime",">=","64","R","mg/L","Escherichia coli VRES0997","VITEK 2","EUCAST","BV BRC","ERR1878263","Escherichia coli",">=64",64,"R"
82552,"cefotaxime",">","16","R","mg/L","Escherichia coli strain ENV210","","eucast","BV BRC","ERR2580155","Escherichia coli",">16",32,"R"
82566,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0742","VITEK 2","EUCAST","BV BRC","ERR2137922","Escherichia coli","<=1",1,"S"
82591,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1212","VITEK 2","EUCAST","BV BRC","ERR2138601","Escherichia coli","<=1",1,"S"
82650,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1628","VITEK 2","EUCAST","BV BRC","ERR2138570","Escherichia coli","<=1",1,"S"
82658,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0807","VITEK 2","EUCAST","BV BRC","ERR2138019","Escherichia coli","<=1",1,"S"
82664,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0992","VITEK 2","EUCAST","BV BRC","ERR2138130","Escherichia coli","<=1",1,"S"
82673,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0699","VITEK 2","EUCAST","BV BRC","ERR2137892","Escherichia coli","<=1",1,"S"
82676,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1548","VITEK 2","EUCAST","BV BRC","ERR2138543","Escherichia coli","<=1",1,"S"
82685,"cefotaxime",">=","64","R","mg/L","Escherichia coli VREC0694","VITEK 2","EUCAST","BV BRC","ERR2137890","Escherichia coli",">=64",64,"R"
82687,"cefotaxime","==","8","R","mg/L","Escherichia coli VRES0694","VITEK 2","EUCAST","BV BRC","ERR1878171","Escherichia coli","==8",8,"R"
82690,"cefotaxime",">=","64","R","mg/L","Escherichia coli VRES1188","VITEK 2","EUCAST","BV BRC","ERR1878310","Escherichia coli",">=64",64,"R"
82705,"cefotaxime",">=","64","R","mg/L","Escherichia coli VRES0704","VITEK 2","EUCAST","BV BRC","ERR1878181","Escherichia coli",">=64",64,"R"
82706,"cefotaxime",">=","64","R","mg/L","Escherichia coli VRES1507","VITEK 2","EUCAST","BV BRC","ERR1878403","Escherichia coli",">=64",64,"R"
82715,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0648","VITEK 2","EUCAST","BV BRC","ERR2137859","Escherichia coli","<=1",1,"S"
82723,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1489","VITEK 2","EUCAST","BV BRC","ERR2138704","Escherichia coli","<=1",1,"S"
82728,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1026","VITEK 2","EUCAST","BV BRC","ERR2138158","Escherichia coli","<=1",1,"S"
82738,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1350","VITEK 2","EUCAST","BV BRC","ERR2138416","Escherichia coli","<=1",1,"S"
82742,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1394","VITEK 2","EUCAST","BV BRC","ERR2138454","Escherichia coli","<=1",1,"S"
82760,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0664","VITEK 2","EUCAST","BV BRC","ERR2137870","Escherichia coli","<=1",1,"S"
82766,"cefotaxime",">=","64","R","mg/L","Escherichia coli VRES1201","VITEK 2","EUCAST","BV BRC","ERR1878320","Escherichia coli",">=64",64,"R"
82770,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1044","VITEK 2","EUCAST","BV BRC","ERR2138593","Escherichia coli","<=1",1,"S"
